distance	query	complete_suggestion	full_complete
0	спальня белая	спальня белая	спальня белая глянцевая
0	ЛИРА	лира	лира это
0	Выкатной диван  Париж	выкатной диван париж	выкатной диван париж
1	стол лик-5	стол лик 5	стол лик 5
0	домино	домино	домино спар
1	2 спальняя кровать	2 спальная кровать	2 спальная кровать размеры
0	кресло глория	кресло глория	кресло глория пума
0	Кухня монако	кухня монако	кухня монако сандал
0	Стул ИЗО	стул изо	стул изо хром
0	Шкаф визит	шкаф визит	шкаф визит 1
0	хлоя	хлоя	хлоя морец
0	белые шкафы	белые шкафы	белые шкафы купе
0	алабама тумба	алабама тумба	алабама тумба
1	иван честер	диван честер	диван честер
0	Стул мягкий	стул мягкий	стул мягкий купить
0	ДИВАН СОФЬЯ	диван софья	диван софья пинскдрев
0	стол кровать	стол кровать	стол кровать нижний новгород
0	байкал	байкал	байкал сервис
0	Глория	глория	глория джинс
0	кухня вытяжки	кухня вытяжки	кухня вытяжки
1	елена-4	елена 4	елена 4 золотые пески
0	шкаф белла	шкаф белла	шкаф белла сборка
0	шкаф купе в прихожую	шкаф купе в прихожую	шкаф купе в прихожую фото
0	шкаф модерн	шкаф модерн	шкаф модерн сборка
1	Диван Вега-18	диван вега 18	диван вега 18 отзывы
0	шкаф платяной	шкаф платяной	шкаф платяной икеа
0	СТК-001	стк-001	стол-книжка стк-001
0	Тумба тв2	тумба тв 2	тумба тв 2
0	TV-2A	tv-2a	tv-2a/u tube tester
0	тахта ника	тахта ника	тахта ника 1
0	елена	елена	елена бойко
0	альянс 2	альянс 2	альянс 2 удар сверху
0	Стул кухонный	стул кухонный	стул кухонный икеа
0	Компьютерный стол 4	компьютерный стол 4	компьютерный стол 4
1	стеллаж-полка	стеллаж полка	стеллаж полка
0	Сервант	сервант	сервант это
0	стол кухонный	стол кухонный	стол кухонный нижний новгород
0	софия диван	софия диван	софия диван
0	детская кровать 2	детская кровать 2	детская кровать 2 года
0	кухня софия микс	кухня софия микс	кухня софия микс 2 0 м
0	откидные кровати	откидные кровати	откидные кровати купить
0	Чехол	чехол	чехол на диван
0	шкаф купе Бася	шкаф купе бася	шкаф купе бася сборка
0	УМКА	умка	умка магазин
0	кухня виола	кухня виола	кухня виола оби отзывы
0	Вешалка	вешалка	вешалка напольная
0	Диван сборный	диван сборный	диван сборный
0	капучино	капучино	капучино это
0	бруно	бруно	бруно марс
0	Кровать Онега	кровать онега	кровать онега
0	пн-2	пн-2	пн-2 100а
0	Пуф тип 1	пуф тип 1	пуф тип 1
0	аламбра	аламбра	аламбра столешница
0	прихожие угловые	прихожие угловые	прихожие угловые фото
2	машень	машины	машины сказки
0	обувница	обувница	обувница икеа
0	бридж	бридж	бридж тв
0	индиго	индиго	индиго кино
0	Кресла кровать	кресла кровать	кресла кровать икеа
0	тумба приставная	тумба приставная	тумба приставная 4 ящика
1	Угловой диван  Атлант  бежевый	угловой диван атланта бежевый	угловой диван атланта бежевый
1	Тахта  Мася-12	тахта мася 12	тахта мася 12
0	круглый стол	круглый стол	круглый стол икеа
1	вега-18	вега 18	вега 18
0	изабелла	изабелла	изабелла росселлини
1	ветрины	витрины	витрины магазинов
0	Выкатная кровать	выкатная кровать	выкатная кровать отзывы
0	Глория 6н	глория 6н	глория 6н
0	Диван Глория-Эконом 2	диван глория-эконом 2	диван глория-эконом 2
0	Алмаз	алмаз	алмаз антей
0	Диван кровать	диван кровать	диван кровать икеа
0	Кухня Классика	кухня классика	кухня классика светлая
1	Срфия	софия	софия ротару
0	стул мягкий	стул мягкий	стул мягкий купить
1	мечта - 2	мечта 2	мечта 2 путь к счастью скачать бесплатно
0	диван виктория аккордеон	диван виктория аккордеон	диван виктория аккордеон 120 с декором
0	киота	киота	киота это
0	стул деревянный	стул деревянный	стул деревянный икеа
0	кресло качалка лидер 77	кресло качалка лидер 77	кресло качалка лидер 77
0	Распродажа	распродажа	распродажа пуховиков в ганзе
0	Мебельный двор	мебельный двор	мебельный двор фабрика
0	Кровать Мелисса 800	кровать мелисса 800	кровать мелисса 800
0	Угловой фиеста	угловой фиеста	шкаф угловой фиеста
1	стенка соло №8	стенка соло 8	стенка соло 8
0	сакура кровать	сакура кровать	сакура кровать 0 9
0	Прихожая комфорт	прихожая комфорт	прихожая комфорт 2
0	стенка мартин	стенка мартин	стенка мартин хофф
0	бюджет	бюджет	бюджет это
0	стол под мойку	стол под мойку	стол под мойку купить
0	диван лайт	диван лайт	диван лайт люстры
0	табурет круглый	табурет круглый	табурет круглый купить
0	феерия	феерия	феерия это
0	тумба под тв	тумба под тв	тумба под тв икеа
0	визит	визит	визит фильм
0	Шкаф Палермо	шкаф палермо	шкаф палермо отзывы
0	соната	соната	соната фильм
0	Модульные стенки	модульные стенки	модульные стенки из массива
0	шкаф купе бася	шкаф купе бася	шкаф купе бася сборка
0	Дрим	дрим	дрим тим
1	антрисоли	антресоли	антресоли это
0	кресло для отдыха вега	кресло для отдыха вега	кресло для отдыха вега
0	юджи	юджи	юджи казами
0	бася 2	бася 2	бася 2
1	Костёр 7	костер 7	костер 7
1	мася-12	мася 12	мася 12
0	наматрасник латекс	наматрасник латекс	наматрасник латекс 3 см
0	Матрас	матрас	матрас нижний новгород
0	Берта	берта	берта васкес
2	шкаф-купе №11	шкаф купе 11	шкаф купе 11
0	диван без подлокотников	диван без подлокотников	диван без подлокотников 120
0	комоды в наличии	комоды в наличии	комоды в наличии спб
0	Кресло выкатное	кресло выкатное	кресло выкатное спб
0	Гостиная	гостиная	гостиная с камином
0	стол роза	стол роза	стол роза орех
0	стол компьютерный ск-7	стол компьютерный ск-7	стол компьютерный ск-7
0	симпл	симпл	симпл кс го
0	хай тек	хай тек	хай тек это
0	матрас 190*200	матрас 190*200	матрас 190*200
0	Стол обеденный	стол обеденный	стол обеденный икеа
0	витрина	витрина	витрина магазина
2	стол журнальный №6	стол журнальный	стол журнальный консул 6
0	стол письменный сп-3	стол письменный сп-3	стол письменный сп-3 лик-5
0	стол со стеллажом	стол со стеллажом	стол со стеллажом икеа
0	матрас комфорт	матрас комфорт	матрас комфорт плюс аскона отзывы
0	кровать 900	кровать 900	кровать 900 на 2000
0	Стеллаж сонома	стеллаж сонома	стеллаж сонома
0	диван лира 1500	диван лира 1500	диван лира 1500 отзывы
0	Комод к-10	комод к-10	комод к-10
0	Кровать с матрасом	кровать с матрасом	кровать с матрасом нижний новгород
0	Макияжный столик	макияжный столик	макияжный столик купить
0	матрас независимые пружины	матрас независимые пружины	матрас независимые пружины кокос
0	комод мдф	комод мдф	комод мдф фото
0	столы журнальные	столы журнальные	столы журнальные икеа
0	Журнальный столик	журнальный столик	журнальный столик нижний новгород
0	диван-кровать виктория-5	диван-кровать виктория-5	диван-кровать виктория-5 1300
0	тедди	тедди	тедди люпин
0	Кресло Лион 07	кресло лион 07	кресло лион 07
0	Статус	статус	статус кво
0	Тони 10	тони 10	тони 10
0	Стол компьютерный  Грета 10	стол компьютерный грета 10	стол компьютерный грета 10
0	табурет массив	табурет массив	табурет массив дуба
0	Волна	волна	волна гостиница
0	угол атлант	угол атлант	угол атлант
0	шкаф лозанна	шкаф лозанна	шкаф лозанна
0	угловой стол	угловой стол	угловой стол икеа
0	Угловой диван  Цезарь	угловой диван цезарь	угловой диван цезарь отзывы
0	тумба прикроватная фиеста	тумба прикроватная фиеста	тумба прикроватная фиеста
0	угловой диван цезарь	угловой диван цезарь	угловой диван цезарь отзывы
0	изо стул	изо стул	изо стул зета
0	Спальный гарнитур  Фиеста	спальный гарнитур фиеста	спальный гарнитур фиеста пенза
0	Стенка Моника	стенка моника	стенка моника отзывы
0	прикроватный	прикроватный	прикроватный столик
0	Стол венге	стол венге	стол венге письменный
0	диван денвер	диван денвер	диван денвер угловой
0	Угловой письменный стол	угловой письменный стол	угловой письменный стол для двоих
0	марта 11	марта 11	марта 11 стенка
0	кухонный диван	кухонный диван	кухонный диван нижний новгород
0	лира 1400	лира 1400	лира 1400
0	кровать 1600	кровать 1600	кровать 1600 на 2000
0	элегия 4	элегия 4	элегия 4
0	светлана	светлана	светлана хоркина
0	Стол прямая нога	стол прямая нога	стол прямая нога
1	визит-14	визит 14	визит 14 самиздат
1	Атдантида	атлантида	атлантида спа
0	шкаф угловой с витриной	шкаф угловой с витриной	шкаф угловой с витриной
0	диван-книжка кордон - шенилл	диван-книжка кордон - шенилл	диван-книжка кордон - шенилл
0	обувницы	обувницы	обувницы икеа
0	Кухня 180	кухня 180	кухня 180 см
0	лотос 20 универсал	лотос 20 универсал	лотос 20 универсал
0	Тахта кровать	тахта кровать	тахта кровать для подростка
0	тумба тв	тумба тв	тумба тв икеа
0	КРОВАТЬ	кровать	кровать чердак
0	гостиная соло	гостиная соло	гостиная соло 10
0	Венский	венский	венский конгресс
0	тахта угловая	тахта угловая	тахта угловая боровичи
0	стойка	стойка	стойка стабилизатора
0	стулья	стулья	стулья икеа
0	шкаф-купе фортуна	шкаф-купе фортуна	шкаф-купе фортуна белый
0	Лючия	лючия	лючия сарате
0	элементы кухни	элементы кухни	элементы кухни мебель
0	босс	босс	босс молокосос
0	Тумба гармония	тумба гармония	тумба гармония
0	диван олимп  нексус	диван олимп нексус	диван олимп нексус отзывы
0	стол классика	стол классика	стол классика обеденный
1	Стол компьютерный №4	стол компьютерный 4	стол компьютерный 4
0	Угловой диван на кухню со спальным местом	угловой диван на кухню со спальным местом	угловой диван на кухню со спальным местом икеа
0	фортуна маэстро	фортуна маэстро	шкаф фортуна маэстро
0	купер	купер	купер машина
0	фантазия	фантазия	фантазия осуществляется как
0	дерево	дерево	дерево любви
1	Ручеек-1	ручеек 1	ручеек 1
0	Стенки большие	стенки большие	стенки большие фото
2	шкаф-купе комфорт - 12	шкаф купе комфорт 12	шкаф купе комфорт 12 сборка
0	венский	венский	венский конгресс
0	гранд	гранд	гранд тур
0	Матрас оптима	матрас оптима	матрас оптима отзывы
0	кровать венеция	кровать венеция	кровать венеция фото
0	Антресоль	антресоль	антресоль это
0	Рондо	рондо	рондо это
1	тумба-раскладушка	тумба раскладушка	тумба раскладушка
1	шкаф 2-ух створчатый	шкаф 2-х створчатый	шкаф 2-х створчатый
0	стенка берта	стенка берта	стенка берта 1
0	стул изо	стул изо	стул изо хром
0	Кровать раскладная	кровать раскладная	кровать раскладная купить
0	кухня дели	кухня дели	кухня дели горизонт
0	Дельфин детская кровать	дельфин детская кровать	дельфин детская кровать
0	стулья металлические	стулья металлические	стулья металлические
0	тахта люкс	тахта люкс	тахта люкс классика
0	стенка белая	стенка белая	стенка белая классика
0	дверь с зеркалом	дверь с зеркалом	дверь с зеркалом фото
1	шк-13	шк 13	шк 13 сарапул
0	Кресла	кресла	кресла нижний новгород
0	мийа 4	мийа 4	мийа 4
0	ск-8	ск-8	ск-8 аккумуляторная батарея
0	Родос	родос	родос погода
0	Стеллаж с хромированными опорами	стеллаж с хромированными опорами	стеллаж с хромированными опорами
1	кровать фиеста 1,4	кровать фиеста 1 4	кровать фиеста 1 4
0	трюмо виктория 2	трюмо виктория 2	трюмо виктория 2
0	Раскладной стол	раскладной стол	раскладной стол икеа
0	Гимназист М	гимназист м	стол гимназист м
1	Кравать	кровать	кровать чердак
1	Кровать Фиеста 0,9 м	кровать фиеста 0 9 м	кровать фиеста 0 9 м
0	белая мебель	белая мебель	белая мебель в спальне
0	Стол Рио	стол рио	стол рио много мебели
0	комод софия	комод софия	комод софия венге
0	комод эко	комод эко	комод эко стиль
1	кровать - чердак	кровать чердак	кровать чердак для взрослых
0	оскар 9	оскар 9	оскар 9 прихожая
0	угловой книжный шкаф	угловой книжный шкаф	угловой книжный шкаф купить
0	Стенка Диско	стенка диско	стенка диско фото
0	Детская комната	детская комната	детская комната дизайн
0	Венето	венето	венето италия
1	Два кресла журнальный столик	два кресла и журнальный столик	два кресла и журнальный столик
0	иртыш	иртыш	иртыш река
2	Обеденная группа №2	обеденная группа	обеденная группа тип 2
0	Шкаф угловой логика	шкаф угловой логика	шкаф угловой логика
0	Бася	бася	бася космаль
0	белла гостиная	белла гостиная	белла гостиная
0	Тахты	тахты	тахты ударение
0	комод к-18	комод к-18	комод к-18
0	Стол журнальный  Рио	стол журнальный рио	стол журнальный рио 2 стендмебель
0	опыт	опыт	опыт штерна
0	Tivoli	tivoli	tivoli hotel aqua park
0	стул стремянка	стул стремянка	стул стремянка икеа
0	тумба для обуви лофт 3	тумба для обуви лофт 3	тумба для обуви лофт 3
0	диван зеленый	диван зеленый	диван зеленый икеа
0	Ск-3	ск-3	ск-3 красная звезда
0	optima	optima	optima оптика
0	диван виктория	диван виктория	диван виктория угловой
0	ножки	ножки	ножки для стола
0	стол ск	стол ск	стол ск 3
1	hv-23	hv 23	hv 23
0	анна	анна	анна каренина
1	Венетто	венето	венето италия
0	вега 34	вега 34	вега 34
0	вавилон	вавилон	вавилон 5
1	нота-2	нота 2	нота 2
0	ск-050	ск-050	ск-050
0	спальня фиеста	спальня фиеста	спальня фиеста пенза
0	Домино	домино	домино спар
1	Нависные шкафчики	навесные шкафчики	навесные шкафчики
0	стеллаж с ящиками	стеллаж с ящиками	стеллаж с ящиками икеа
0	Тахта детская	тахта детская	тахта детская нижний новгород
1	Шкаф-купе без зеркал	шкаф купе без зеркал	шкаф купе без зеркал
0	диско  капри	диско капри	стенка диско капри
0	шкафы эко	шкафы эко	шкафы эко
0	в106	в 106	планшет в 106
1	Компьютерный стол  Юпитер-М02	компьютерный стол юпитер м 02	компьютерный стол юпитер м 02
0	Стол кухонный	стол кухонный	стол кухонный нижний новгород
0	Диван  прямой	диван прямой	диван прямой фото
0	диана люкс	диана люкс	диана люкс курск
1	стол маджеста-6	стол маджеста 6	стол маджеста 6
0	Диван конрад 1500	диван конрад 1500	диван конрад 1500
0	Каскад	каскад	каскад на ленина
0	Сигма	сигма	сигма нижний новгород
0	тумбы под тв	тумбы под тв	тумбы под тв икеа
0	лада	лада	лада веста
0	кухня атланта	кухня атланта	кухня атланта мебельсон
0	ТАБУРЕТ	табурет	табурет икеа
0	Трельяж Сакура	трельяж сакура	трельяж сакура
0	гостиная берта	гостиная берта	гостиная берта 2
0	кресло ника	кресло ника	кресло ника отзывы
2	Стол журнальный №6	стол журнальный	стол журнальный консул 6
0	диван трансформер	диван трансформер	диван трансформер нижний новгород
0	матрасы для детских кроватей	матрасы для детских кроватей	матрасы для детских кроватей размеры
0	сигма	сигма	сигма нижний новгород
0	Элис	элис	элис смит фильм
0	Модульная кухня настя	модульная кухня настя	модульная кухня настя
0	шкафчики	шкафчики	шкафчики для раздевалок
0	раздвижной	раздвижной	раздвижной стол
0	Гостиная токио	гостиная токио	гостиная токио дятьково
0	дачник-1	дачник-1	кресло дачник-1
1	Мини стенка  Бэлла	мини стенка белла	мини стенка белла
0	стенка лоя	стенка лоя	стенка лоя
1	Флоренция-3	флоренция 3	флоренция 3 дня
0	Кровать ронда	кровать ронда	кровать ронда сборка
0	Аккордеон	аккордеон	аккордеон диван
0	Прихожая ника	прихожая ника	прихожая ника в3-910 сборка
0	диван виктория аккордеон 120	диван виктория аккордеон 120	диван виктория аккордеон 120 с декором
0	диван клайд	диван клайд	диван клайд
0	Стул стремянка	стул стремянка	стул стремянка икеа
0	Кровать  Модерн	кровать модерн	кровать модерн фото
0	Элегия стенка	элегия стенка	элегия стенка
1	морячек	морячок	морячок папай
0	Лион	лион	лион фк
0	ЛЕСТНИЦУ	лестницу	лестницу длинной 3 м
0	Пеленальный стол	пеленальный стол	пеленальный стол икеа
1	шкаф-купе бася 2.0	шкаф купе бася 2.0	шкаф купе бася 2.0
0	венге стенка	венге стенка	венге стенка
0	кресло качалка	кресло качалка	кресло качалка икеа
0	Пенал открытый	пенал открытый	пенал открытый мебель
0	софа	софа	софа купер
0	стеклянные журнальные столики	стеклянные журнальные столики	стеклянные журнальные столики москва
0	стол лик 5	стол лик 5	стол лик 5
0	Кухни из массива	кухни из массива	кухни из массива дерева
0	Кровать чердак сказка	кровать чердак сказка	кровать чердак сказка отзывы
2	стенка со вставками кожи	стенка со вставками из кожи	стенка со вставками из кожи
0	Диван угловой для кухни	диван угловой для кухни	диван угловой для кухни со спальным местом
0	Диван Олимп	диван олимп	диван олимп угловой
0	стол письменный мд 1.04	стол письменный мд 1.04	стол письменный мд 1.04
0	Пилигрим	пилигрим	пилигрим это
0	Флора дисави	флора дисави	гостиная флора дисави
0	диван кровать лика	диван кровать лика	диван кровать лика
0	Шкаф белла	шкаф белла	шкаф белла сборка
0	Диван верона	диван верона	диван верона угловой
1	Стенка Каскад-2	стенка каскад 2	стенка каскад 2
0	Шкаф комбинированный Дебют-5	шкаф комбинированный дебют-5	шкаф комбинированный дебют-5
0	Книжные полки	книжные полки	книжные полки икеа
0	шкаф-купе комфорт	шкаф-купе комфорт	шкаф-купе комфорт 10
0	Модульная стенка	модульная стенка	модульная стенка в гостинную
0	Гардеробная	гардеробная	гардеробная система
0	диван бостон	диван бостон	диван бостон угловой
1	гостинная атланта	гостиная атланта	гостиная атланта
0	немо	немо	немо ресторан
0	Комод К 5.14	комод к 5.14	комод к 5.14
0	барные стулья	барные стулья	барные стулья икеа
0	фэнтези	фэнтези	фэнтези фильмы лучшие
0	кухни с фотопечатью угловые	кухни с фотопечатью угловые	кухни с фотопечатью угловые
0	стенка соло	стенка соло	стенка соло 10
0	шкаф маэстро	шкаф маэстро	шкаф маэстро 3
1	пристиж	престиж	престиж фильм
0	обуви	обуви	обуви кари
0	моника 1	моника 1	моника 1 серия
1	бэлла	белла	белла торн
0	диван еврокнижка	диван еврокнижка	диван еврокнижка отзывы
1	кухонные уголок домино	кухонный уголок домино	кухонный уголок домино
0	модульная мебель гостиная	модульная мебель гостиная	модульная мебель гостиная фото
