distance	query	complete_suggestion	full_complete
1	гостинная киото	гостиная киото	гостиная киото купить спб
0	СТОЛ КНИЖКА	стол книжка	стол книжка раскладной
1	в106	d106	стол ts olivia d106
0	канди	канди	канди стиральная машина
1	Диван Клик-клак Модерн	диван клик-кляк модерн	диван клик-кляк модерн боровичи
0	хай-тек	хай-тек	хай-тек в интерьере
0	Вешалка с зеркалом 1200  Машенька	вешалка с зеркалом 1200 машенька	вешалка с зеркалом 1200 машенька
0	Кровать  Габриэлла	кровать габриэлла	кровать габриэлла олмеко
0	Обувница лофт	обувница лофт	обувница лофт б
0	ограничитель для кровати	ограничитель для кровати	ограничитель для кровати от падений
0	шкаф лдсп	шкаф лдсп	шкаф лдсп фото
0	алабама комод	алабама комод	алабама комод 0654
0	Диван Новь-Софа	диван новь-софа	диван новь-софа 800
0	Отдел рекламации	отдел рекламации	отдел рекламации что это
0	полукруглый диван	полукруглый диван	полукруглый диван для кухни
0	Оскар 1	оскар 1	диван оскар 1 дку о
0	Софи	софи	софи тернер
0	вега 19	вега 19	вега 19 диван
0	стол экстра	стол экстра	стол экстра 1 жасмин
0	диван пуф	диван пуф	диван пуф трансформер
1	журнальный стол-тансформер	журнальный стол-трансформер	журнальный стол-трансформер раскладной купить
0	марта 15 шу	марта 15 шу	купить стеллаж полка угловой марта 15 шу
0	олимп нексус	олимп нексус	диван олимп нексус
0	СТ-36	ст-36	ст-36 тривес
0	Диванчик	диванчик	диванчик ру интернет магазин
0	туалетный столик с банкеткой	туалетный столик с банкеткой	туалетный столик с банкеткой и зеркалом 1696
0	шкаф для книг	шкаф для книг	шкаф для книг со стеклянными дверцами
0	атлантида-6	атлантида-6	атлантида-6 гостиная
0	выкатной диван  париж	выкатной диван париж	выкатной диван париж отзывы
0	кухонная тахта	кухонная тахта	кухонная тахта со спальным местом
0	тумба белая	тумба белая	тумба белая прикроватная
0	анна	анна	анна седокова
0	ортопедические основания	ортопедические основания	ортопедические основания для кроватей от производителя
0	Стенка Каскад-2	стенка каскад-2	стенка каскад-2 купить в спб
1	версаль 5	версаль 3	версаль 3 сезон 1 2 3 4 5 6 7 8 9 10 серия смотреть
0	ДИВАН-КРОВАТЬ	диван-кровать	диван-кровать с ортопедическим матрасом для ежедневного использования
0	ДАЛЛАС	даллас	даллас лос анджелес
0	моника 1	моника 1	моника 1 сезон
1	комод  соломея	комод саломея	комод саломея
0	ножки	ножки	ножки для стола
0	зара	зара	зара официальный сайт
0	комод 2.06	комод 2.06	комод 2.06 боровичи
0	Мийа-3	мийа-3	мийа-3 детская мебель
0	комод мдф	комод мдф	комод мдф 6
0	гостиная соло	гостиная соло	гостиная соло 5
0	шкаф моника	шкаф моника	шкаф моника 5
0	Чехол	чехол	чехол для лыж
0	Амадеус	амадеус	амадеус фильм
0	Тумба токио	тумба токио	тумба токио 2д 1ш сборка видео
0	кровати	кровати	кровати аскона каталог и цены официальный сайт
0	Диван-кровать Клик-клак Модерн	диван-кровать клик-клак модерн	диван-кровать клик-клак модерн 1200
0	Кухня	кухня	кухня сериал
0	сакура 4	сакура 4	сакура 4 пиццы
0	диван гламур	диван гламур	диван гламур аккордеон
0	Нежность	нежность	нежность фильм 2018
0	мд1.04	мд1.04	стол письменный мд1.04
0	дельфин 2	дельфин 2	дельфин 2 махачкала база отдыха
0	комод олимп	комод олимп	комод олимп дуэт 2
0	Ксения	ксения	ксения собчак
0	ракушка	ракушка	ракушка ударение
0	оксфорд	оксфорд	оксфорд университет
0	Кровать ЛДСП 1600х2000 мм	кровать лдсп 1600х2000 мм	кровать лдсп 1600х2000 мм вавилон 58
0	Ксения-1	ксения-1	ксения-1 прихожая
0	Мини диваны	мини диваны	мини диваны раскладные купить недорого в москве
0	лаванда-2	лаванда-2	лаванда-2 стенка
1	леон 07	лион 07	лион 07 стол прямой
0	вега-1	вега-1	вега-1 байдарка
0	диван вега 19	диван вега 19	диван вега 19 отзывы
0	пуф сонум	пуф сонум	пуф сонум купить
0	Комоды в наличии	комоды в наличии	комоды в наличии в москве
0	Стж 001	стж 001	стж 001 журнальный стол
0	селена	селена	селена гомес
0	Каталог	каталог	каталог пятерочка
0	стул с5	стул с5	стул с5 боровичи
1	Стенка  Глория-6Н	стенка глория 6н	стенка глория 6н
0	Renner 2	renner 2	renner 2 romack
0	элемент 2	элемент 2	элемент 2 го периода 3 группы главной подгруппы
0	альянс-3 2000	альянс-3 2000	шкаф-купе альянс-3 2000
0	глория 5	глория 5	глория 5 стенка
0	Марта 15	марта 15	марта 15 фото
0	олимп комо	олимп комо	олимп комо диван
0	Комплектующие на кухню	комплектующие на кухню	комплектующие на кухню купить
1	кресло  соната-комфорт	кресло соната комфорт	купить стул кресло соната комфорт
1	Большая прихожия	большая прихожая	большая прихожая в квартире
0	овальный	овальный	овальный стол на кухню раздвижной
0	кровать мона	кровать мона	кровать мона с подъемным механизмом
0	матрасы для детских кроватей	матрасы для детских кроватей	матрасы для детских кроватей 80 160
1	стол письменный №1	стол письменный 1	стол письменный 1 montpellier купить
0	Кухня престиж	кухня престиж	кухня престиж боровичи
0	кроватныйстолик	кроватный столик	кроватный столик для ноутбука
0	диван лотос	диван лотос	диван лотос 11 универсал отзывы
0	ручеек	ручеек	ручеек клуб знакомств вечеринки
1	белая гостинная	белая гостиная	белая гостиная фото
0	диван фортуна	диван фортуна	диван фортуна амстердам
0	кухня ника	кухня ника	кухня ника ноче фото
0	кухня олеся	кухня олеся	кухня олеся 2м цвет ясень темный
0	Пуф для прихожей	пуф для прихожей	пуф для прихожей с ящиком
0	скамья дерево	скамья дерево	скамья дерево купить
0	комо	комо	комо италия
0	Ограничитель	ограничитель	ограничитель открывания окна
0	Бергамо	бергамо	бергамо италия достопримечательности
0	вега 16	вега 16	вега 16 этаж офис 1615 отзывы
0	норд	норд	норд винд
0	Стенка марта 16	стенка марта 16	стенка марта 16 инструкция по сборке
0	Габриэлла	габриэлла	габриэлла мариани
0	Кухонная скамья	кухонная скамья	кухонная скамья с ящиком для хранения
0	Детская стенка юниор	детская стенка юниор	детская стенка юниор фото
0	сж-3	сж-3	сж-3 стол журнальный
1	с подстветкой	с подсветкой	зеркало с подсветкой
0	стол компьютерный ск 3.01	стол компьютерный ск 3.01	стол компьютерный ск 3.01 купить в рязани
0	модульный угловой диван	модульный угловой диван	модульный угловой диван релакс-2 лазурит
1	Стол письменный №1	стол письменный 1	стол письменный 1 montpellier купить
1	тахта малютка 0,8	тахта малютка 0.8	тахта малютка 0.8 купить в спб
1	Уголок школьника  Моника-1	уголок школьника моника 1	уголок школьника моника 1
0	Соло8	соло 8	соло 8 цена
0	узкий навесной шкаф в кухню	узкий навесной шкаф в кухню	узкий навесной шкаф в кухню 20 см
0	шкаф купе рио	шкаф купе рио	шкаф купе рио 2
0	стеллаж с2	стеллаж с2	стеллаж с2 боровичи
1	дивн фортуна	диван фортуна	диван фортуна амстердам
0	глория диван	глория диван	глория диван катюша
0	Кресло груша	кресло груша	кресло груша купить
0	стол детский	стол детский	стол детский икеа
0	Шкаф 20.02	шкаф 20.02	шкаф 20.02 соло
0	стул венский	стул венский	стул венский деревянный купить в москве
0	Журнальный столик	журнальный столик	журнальный столик на колесиках купить в москве
0	полка	полка	полка навесная настенная
1	Корнизы	карнизы	карнизы для штор
0	стенка флоренция	стенка флоренция	стенка флоренция 4 белый глянец
0	свинка пеппа	свинка пеппа	свинка пеппа 100 серий подряд новые при новые 2017 в хорошем качестве
0	кровать мелисса	кровать мелисса	кровать мелисса 1
0	шкаф бар	шкаф бар	шкаф бар витрина 2 москва
1	Полермо	палермо	палермо белгород
0	диван барселона	диван барселона	диван барселона отзывы
0	Модульная стенка Ника	модульная стенка ника	модульная стенка ника 2
0	диван маэстро 2	диван маэстро 2	диван маэстро 2 угловой
0	Шкаф 2х-створчатый комбинированный Светлана	шкаф 2х-створчатый комбинированный светлана	шкаф 2х-створчатый комбинированный светлана тверь
0	угол фаворит  атлант	угол фаворит атлант	угол фаворит атлант
0	крестовина	крестовина	крестовина для елки купить
0	к-04	к-04	кроссовер электроника к-04
0	кресло вега 8	кресло вега 8	кресло вега 8 элегия
0	Луиза	луиза	луиза габриэла бровина
0	Антресоль	антресоль	антресоль это
0	Диван детский	диван детский	диван детский с бортиками
0	шкаф для посуды	шкаф для посуды	шкаф для посуды в гостиную
0	k-15	k-15	k-15 виленкин итоговая 6 класс
0	Кухня симпл	кухня симпл	кухня симпл угловая
0	кухня 2м	кухня 2м	кухня 2м купить
1	стенка соло №8	стенка соло-8	стенка соло-8 купить в москве
0	тумба	тумба	тумба под телевизор
2	Шкаф-трансформер-кровать	шкаф-трансформер с кроватью	шкаф-трансформер с кроватью и диваном
0	стол журнальный сж-4	стол журнальный сж-4	стол журнальный сж-4 венге
0	эконом	эконом	эконом строй
0	комод к8	комод к8	комод к8 купить в спб
0	Элегия стенка	элегия стенка	элегия стенка для гостиной
0	Стол макияжный с банкеткой	стол макияжный с банкеткой	стол макияжный с банкеткой зеркалом и ящиком
0	лайт угол	лайт угол	атланта лайт угол универсальный со столиком
0	Основание настил	основание настил	основание настил в кровати
0	тина	тина	тина канделаки
0	комод черный глянцевый	комод черный глянцевый	комод черный глянцевый купить в москве
0	Ларго	ларго	ларго винч
0	столик журнальный 1621	столик журнальный 1621	столик журнальный 1621 венге
0	стол- трансформер	стол- трансформер	стол- трансформер журнально-обеденный
0	Кресло Аккордеон	кресло аккордеон	кресло аккордеон купить
0	кровать арсения	кровать арсения	кровать арсения фабрика альбина
0	пенза мех	пенза мех	золотая антилопа пенза мех
0	Флоренция 5	флоренция 5	гостиная флоренция 5 дуб сонома светлый белый глянец
0	диван выкатной париж	диван выкатной париж	диван выкатной париж леноблпром
0	Бескаркасный диван  Solo	бескаркасный диван solo	бескаркасный диван solo
0	компьютерное кресло нота самба	компьютерное кресло нота самба	компьютерное кресло нота самба
0	стол маджеста-6	стол маджеста-6	журнальный стол маджеста-6
0	Стремянка	стремянка	стремянка купить
0	альянс 2000	альянс 2000	альянс 2000 аксай
0	СТОЛ КРУГЛЫЙ	стол круглый	стол круглый обеденный раздвижной 80 см
0	стул для кухни	стул для кухни	стул для кухни мягкий со спинкой
1	ШК-13	шк 13	шк 13 псков
0	Белый прямой диван	белый прямой диван	белый прямой диван экокожа
1	Шкаф Визит - 13	шкаф визит 13	шкаф визит 13 собрать самому
0	барон	барон	барон мюнхгаузен
0	парма	парма	парма италия
0	Сиена	сиена	сиена достопримечательности
0	Стенка Диско	стенка диско	стенка диско bms
1	тахта кардон	тахта кордон	тахта кордон купить в спб
0	уголок школьника	уголок школьника	уголок школьника с надстройкой и шкафчиками
0	гладильная доска	гладильная доска	гладильная доска рейтинг лучших
0	Адель 5	адель 5	адель 5 кровать двухъярусная
0	гостиная берта	гостиная берта	гостиная берта 1
0	Катя	катя	катя и макс
0	Диван Фортуна	диван фортуна	диван фортуна амстердам
0	Кресла   самба	кресла самба	кресла самба оптом
0	прихожая виола-3	прихожая виола-3	прихожая виола-3 лдсп венге\/дуб линдберг\/зеркало олмеко
0	маугли	маугли	маугли фильм 2018
1	Кровать джульета	кровать джульетта	кровать джульетта 160x200
0	Пуф-трансформер Пуф складной	пуф-трансформер пуф складной	пуф-трансформер пуф складной
0	tv-2а	tv-2а	тумба tv-2а мк стиль
0	Туалетный столик	туалетный столик	туалетный столик с зеркалом
0	Матрас из овечьей шерсти	матрас из овечьей шерсти	матрас из овечьей шерсти 120х200
0	Широкое кресло	широкое кресло	широкое кресло кровать
0	шкаф угловой виктория	шкаф угловой виктория	шкаф угловой виктория ижмебель
0	волна	волна	волна фильм 2015
0	Модульные стенки	модульные стенки	модульные стенки в гостиную современные
0	раскладная кровать	раскладная кровать	раскладная кровать с матрасом
0	шкаф 4-створчатый фиеста	шкаф 4-створчатый фиеста	шкаф 4-створчатый фиеста отзывы
0	Шкаф оскар	шкаф оскар	шкаф оскар хофф
0	Стол компьютерный 10.01 лотос	стол компьютерный 10.01 лотос	стол компьютерный 10.01 лотос в наличии
1	Кравать 1400 2000	кровать 1400 2000	кровать 1400 2000 с подъемным механизмом
0	витрина 4	витрина 4	витрина 4 весы
0	кровать сиена	кровать сиена	кровать сиена лазурит
0	угловой комод	угловой комод	угловой комод в спальню
0	тумба прикроватная сакура	тумба прикроватная сакура	тумба прикроватная сакура бтс
0	столик туалетный	столик туалетный	столик туалетный с зеркалом
0	макарена элит	макарена элит	макарена элит стенка для гостиной инструкция по сборке
0	Вавилон58	вавилон 58	вавилон 58 мебель официальный сайт
1	Прихожии	прихожие	прихожие купить в москве
1	комод №4	комод 4	комод 4 секции
0	прямая нога	прямая нога	прямая нога в футболе правила
0	шкаф цвет слива	шкаф цвет слива	шкаф цвет слива валлис
0	банкетку	банкетку	банкетку в прихожую купить
1	кровать 1.4 с подъёмным механизмом	кровать 1.4 с подъемным механизмом	кровать 1.4 с подъемным механизмом шатура
0	диван-кровать Виктория	диван-кровать виктория	диван-кровать виктория дарси купить в крыму в 2018 году
0	пион 2	пион 2	пион 2 м
0	светлана туалетный	светлана туалетный	мебель маркет спальня светлана туалетный столик
0	Седа флекс	седафлекс	седафлекс механизм трансформации
0	шкафы с подсветкой	шкафы с подсветкой	шкафы с подсветкой фото
0	диваны аккордеон	диваны аккордеон	диваны аккордеон с ортопедическим матрасом и ящиком для белья
0	М стиль	м стиль	м стиль сергиев посад
0	стол косметический	стол косметический	стол косметический с зеркалом и подсветкой
0	диваны на кухню	диваны на кухню	диваны на кухню со спальным местом
0	Диван-книжка	диван-книжка	диван-книжка с пружинным блоком и ящиком для белья
0	навигатор кровать	навигатор кровать	навигатор кровать трия
0	Вега	вега	вега микс три в ряд
0	Элементы для кровати	элементы для кровати	элементы для кровати трансформер
0	Диван Виктория Аккордеон 120 с декором-3	диван виктория аккордеон 120 с декором-3	диван виктория аккордеон 120 с декором-3
0	гостиная Макарена	гостиная макарена	гостиная макарена мдф
0	сакура спальня	сакура спальня	сакура спальня фото
0	кожзам	кожзам	кожзам купить
0	подставки под цветы	подставки под цветы	подставки под цветы напольные
0	Кухня маша	кухня маша	кухня маша 2.0
0	кухня виола нео	кухня виола нео	кухня виола нео тигра узкая 2400 мм
0	навесной стол компьютерный	навесной стол компьютерный	навесной стол компьютерный современный стиль
0	угловой диван правый	угловой диван правый	угловой диван правый угол
0	кровать венеция	кровать венеция	кровать венеция 160х200
0	престиж	престиж	престиж фильм 2006
0	Римини	римини	римини италия
0	под телевизор	под телевизор	под телевизор мебель
0	Бася шкаф купе	бася шкаф купе	бася шкаф купе шк-551
0	кровать свинка пеппа	кровать свинка пеппа	кровать свинка пеппа купить
1	сте диско	стен диско	обои для стен диско
0	шкаф	шкаф	шкаф купе
0	стол книжка	стол книжка	стол книжка раскладной
1	венецыя	венеция	венеция картинки
0	оптима независимые	оптима независимые	матрас оптима независимые пружины отзывы
0	Флора марта	флора марта	флора марта 11 стенка
1	дуб сономы	дуб сонома	дуб сонома цвет мебели фото
0	Кровать лозанна	кровать лозанна	кровать лозанна дримлэнд
0	мадрид	мадрид	мадрид достопримечательности
0	Арсения 5	арсения 5	арсения 5 иваново
0	малогабаритный угловой диван	малогабаритный угловой диван	малогабаритный угловой диван со спальным местом в гостиную
0	СТЕНКА ДИСКО	стенка диско	стенка диско bms
0	детский гарнитур	детский гарнитур	детский гарнитур лючия
1	лего 6	лего	лего ниндзяго мультфильм 1 2 3 4 5 6 7 8 9 10 сезон
0	стол обеденный раскладной прямая нога  900	стол обеденный раскладной прямая нога 900	стол обеденный раскладной прямая нога 900
0	Массив	массив	массив c++
0	Журнальный стол трансформер	журнальный стол трансформер	журнальный стол трансформер для гостиной
0	матрас nika	матрас nika	матрас nika medium
0	кровать моника	кровать моника	кровать моника аскона
0	Стенка прихожая	стенка прихожая	стенка прихожая в коридор
0	шкаф дуб сонома	шкаф дуб сонома	шкаф дуб сонома белый глянец
1	витрина №2	витрина 2	витрина 2 метра
2	блюз 36	блюз	va блюз хиты vol 36 торрент
2	меллиса люкс	мелисса люкс	мелисса люкс боровичи
0	прихожая Виктория	прихожая виктория	прихожая виктория 12 венге\/дуб молочный
0	релакс	релакс	релакс фм
0	тахта 1.2	тахта 1.2	тахта 1.2 боровичи в подольске
0	Шкаф платяной п-5	шкаф платяной п-5	шкаф платяной п-5
0	Кресло выкатное	кресло выкатное	кресло выкатное купить в санкт-петербурге недорого от производителя
0	марта 11	марта 11	марта 11 стенка
0	Диван виктория	диван виктория	диван виктория угловой
0	фиеста 1.2	фиеста 1.2	фиеста 1.2 отзывы
0	дополнительно	дополнительно	дополнительно синоним
2	Шкаф фентази	шкаф фэнтези	шкаф фэнтези 1створка
0	под тв	под тв	тумба под тв
0	Табурет с фигурной ножкой  мягкий   бочонок	табурет с фигурной ножкой мягкий бочонок	табурет с фигурной ножкой мягкий бочонок элегия
0	смесители	смесители	смесители для ванной
0	сити 1	сити 1	сити 1 bms
0	Карина	карина	карина лазарьянц
0	лофт 2	лофт 2	лофт 2 на автозаводской
0	конти	конти	конти кондитерская фабрика официальный сайт
0	матрас стандарт ппу	матрас стандарт ппу	матрас стандарт ппу h100 мм
0	простынь на резинке	простынь на резинке	простынь на резинке 160х200
0	стол компьютерный пкс-10	стол компьютерный пкс-10	стол компьютерный пкс-10 схема сборки
0	библиотека	библиотека	библиотека мэш
0	ЛЕСТНИЦУ	лестницу	лестницу длиной 3 м прислонили к дереву 1.8
0	стол со стеклом	стол со стеклом	стол со стеклом ажурный овальный
0	ТУМБА ПОД ТВ	тумба под тв	тумба под тв длинная современная
0	Тумба П-5	тумба п-5	тумба п-5 800 мм
0	шкаф однодверный	шкаф однодверный	шкаф однодверный с полками недорого
0	тумбы для кухни	тумбы для кухни	тумбы для кухни недорого в леруа мерлен
1	стол журнальный №6	стол журнальный 6	стол журнальный 6 св мебель
0	матрас с детский	матрас с детский	матрас с детский сад
1	Столик туалетный №2  трельяж	столик туалетный 2 трельяж	столик туалетный 2 трельяж ясень шимо
0	Ящик на стену	ящик на стену	ящик на стену для роутера
1	Диван трансформер нарцис	диван трансформер нарцисс	диван трансформер нарцисс 2
0	кухня модерн	кухня модерн	кухня модерн св мебель
1	Соло-10а	соло 10а	соло 10а стенка
0	полка навесная мийа	полка навесная мийа	полка навесная мийа 2
0	стол обеденный овальный	стол обеденный овальный	стол обеденный овальный раздвижной деревянный
0	Тумба Аврора	тумба аврора	тумба аврора 60
1	далас	даллас	даллас лок
0	обеденная группа хлоя	обеденная группа хлоя	обеденная группа хлоя 2
0	хлоя	хлоя	хлоя грейс морец
0	багира	багира	багира орел
0	Макарена5а	макарена 5а	макарена 5а стенка
0	вешалка с зеркалом 1200  машенька	вешалка с зеркалом 1200 машенька	вешалка с зеркалом 1200 машенька
0	кровать -чердак	кровать -чердак	кровать -чердак с рабочей зоной
0	раскладной стол	раскладной стол	раскладной стол трансформер
0	Стол  Амели	стол амели	стол амели hoff
0	новь-софа	новь-софа	новь-софа изготовление на заказ в краснодаре
0	стеллаж с ящиками на колесах	стеллаж с ящиками на колесах	стеллаж с ящиками на колесах икеа
0	Машенька вешалка	машенька вешалка	машенька вешалка с тумбой
0	стол обеденный прямая нога  900	стол обеденный прямая нога 900	стол обеденный прямая нога 900 боровичи
0	Шкаф для одежды Визит-М07	шкаф для одежды визит-м07	шкаф для одежды визит-м07 с зеркалом
0	кровать мона 06.297	кровать мона 06.297	кровать мона 06.297 с откидным механизмом белый\/белый крокодил
0	вега 12	вега 12	вега 12 б
0	Кухня 2800	кухня 2800	кухня 2800 прямая
1	диван олимп-1  доминик	диван олимп 1 доминик	диван олимп 1 доминик тверь
0	ЛИРА	лира	лира к рублю
0	набор для гостиной  марта	набор для гостиной марта	набор для гостиной марта
0	Прихожая Комфорт	прихожая комфорт	прихожая комфорт глазов
0	СТОЛ ПРИКРОВАТНЫЙ	стол прикроватный	стол прикроватный для ноутбука
0	тумба прикроватная мд 3.02	тумба прикроватная мд 3.02	тумба прикроватная мд 3.02 2016
0	мебель для детской	мебель для детской	мебель для детской комнаты
