distance	query	complete_suggestion	full_complete
0	Матрас комфорт	матрас комфорт	матрас комфорт плюс аскона отзывы
0	стул с подлокотниками	стул с подлокотниками	стул с подлокотниками купить
0	прикроватная	прикроватная	прикроватная тумба
0	Стенка TV-2А	стенка tv-2а	стенка tv-2а
0	315 н	315 н	315 н
0	Тумба логика	тумба логика	тумба логика 110
0	табурет-стремянка	табурет-стремянка	табурет-стремянка купить
0	шкаф угловой сакура	шкаф угловой сакура	шкаф угловой сакура сборка
0	Стол письменный Палермо Юниор	стол письменный палермо юниор	стол письменный палермо юниор
0	тумба бася	тумба бася	тумба бася
0	Шкаф офисный	шкаф офисный	шкаф офисный фото
0	МАШЕНЬКА	машенька	машенька набоков
0	Пенза	пенза	пенза нижний новгород
1	полермо	палермо	палермо мебель
0	Шкаф пенал с зеркалом	шкаф пенал с зеркалом	шкаф пенал с зеркалом в прихожую
0	мебельное производство валенсия	мебельное производство валенсия	мебельное производство валенсия
1	Тумба п5	тумба п5	тумба п-5
1	дуб бэлфорт	дуб белфорт	дуб белфорт
0	кресло кровать	кресло кровать	кресло кровать икеа
0	подставка под компьютер	подставка под компьютер	подставка под компьютер икеа
0	Матрасы	матрасы	матрасы аскона
1	матрас простые	матрасы простые	матрасы простые купить
0	барселона кровать	барселона кровать	барселона кровать
0	Валерия 1	валерия 1	валерия 1 муж
0	угловая прихожая	угловая прихожая	угловая прихожая купить
0	женева	женева	женева часы
0	Фэнтези	фэнтези	фэнтези фильмы лучшие
0	Диван Сиена	диван сиена	диван сиена кайрос
0	шкаф под вытяжку	шкаф под вытяжку	шкаф под вытяжку 50 см
0	комод олимп	комод олимп	комод олимп
1	модеро	модера	модера остров
0	палермо стол	палермо стол	палермо стол туалетный
0	ширмы	ширмы	ширмы в детском саду
0	стол обеденный со стеклом	стол обеденный со стеклом	стол обеденный со стеклом
1	Ты тумба	тв тумба	тв тумба
1	комод лас-вегас	комод лас-вегас	комод лас вегас
0	Комод К-8	комод к-8	комод к-8
0	кровать-чердак	кровать-чердак	кровать-чердак икеа
0	олимп м 08	олимп м 08	олимп м 08
0	Диван Фортуна Амстердам	диван фортуна амстердам	диван фортуна амстердам
0	нарцисс	нарцисс	нарцисс это
0	ограничитель для кровати	ограничитель для кровати	ограничитель для кровати икеа
0	ТУМБА ДЛЯ ОБУВИ	тумба для обуви	тумба для обуви икеа
0	Шансон	шансон	шансон слушать бесплатно
0	диван со столом	диван со столом	диван со столом трансформер
1	Саната	соната	соната фильм
1	тумбы для ванно	тумбы для ванной	тумбы для ванной
1	Дельфин-4	дельфин-4	дельфин 4 буквы
0	ВОСК	воск	воск для волос
0	Кресла	кресла	кресла нижний новгород
0	Магнат	магнат	магнат это
1	Компьютерный стол Грета-4	компьютерный стол грета-4	компьютерный стол грета 4
0	Кровати	кровати	кровати нижний новгород
0	Боровичи мебель	боровичи мебель	боровичи мебель нижний новгород
0	стол кухонный угловой	стол кухонный угловой	стол кухонный угловой
1	ненси	нэнси	нэнси дрю
0	ренессанс	ренессанс	ренессанс кредит
0	обувницы	обувницы	обувницы икеа
0	волна	волна	волна гостиница
0	Детский шкаф	детский шкаф	детский шкаф икеа
0	матрас комфорт	матрас комфорт	матрас комфорт плюс аскона отзывы
1	пилигримм	пилигрим	пилигрим нн
0	компьютерный стул	компьютерный стул	компьютерный стул нижний новгород
0	соло	соло	соло павлово
0	Импрессо	импрессо	импрессо кофе
0	Костер 1	костер 1	костер 1
0	стол книжка мечта	стол книжка мечта	стол книжка мечта 2
0	капля	капля	капля принца руперта
0	флоренция 5	флоренция 5	флоренция 5 стенка отзывы
0	мешок груша	мешок груша	мешок груша купить
0	кухонная тахта	кухонная тахта	кухонная тахта со спальным местом
0	стол скб	стол скб	стол скб
1	палермо-юниор	палермо-юниор	палермо юниор
0	Полки на кухню	полки на кухню	полки на кухню икеа
1	ШК-8	шк-8	шк 8
0	диван софа Новь	диван софа новь	диван софа новь
0	кс-002	кс-002	кс-002
0	Ксения 1	ксения 1	ксения 1 сборка
0	ХОЗЯЙСТВЕННЫЙ ШКАФ	хозяйственный шкаф	хозяйственный шкаф в коридоре
0	катрин	катрин	катрин асси
0	шкаф угловой с витриной	шкаф угловой с витриной	шкаф угловой с витриной
0	глория-аккордеон с ящиком	глория-аккордеон с ящиком	диван глория-аккордеон с ящиком
0	шкаф комбинированный дебют-5	шкаф комбинированный дебют-5	шкаф комбинированный дебют-5
0	фиеста пенал	фиеста пенал	фиеста пенал
0	кухонный уголок со спальным местом	кухонный уголок со спальным местом	кухонный уголок со спальным местом фото
0	прихожая ниагара	прихожая ниагара	прихожая ниагара сокме
0	консул	консул	консул часы
0	Болеро	болеро	болеро это
0	Диван-кровать филателия	диван-кровать филателия	диван-кровать филателия
0	диван гламур	диван гламур	диван гламур
0	стол костер 7	стол костер 7	стол костер 7
0	угловой стол	угловой стол	угловой стол икеа
0	диван гармония	диван гармония	диван гармония 2
0	кровать детская массив	кровать детская массив	кровать детская массив сосны
0	Прикроватная тумба экокожа	прикроватная тумба экокожа	прикроватная тумба экокожа белая
0	ЛАВАНДА	лаванда	лаванда браун
0	кровать двухъярусная	кровать двухъярусная	кровать двухъярусная с диваном
0	Фортуна	фортуна	фортуна 99
0	спальный гарнитур престиж	спальный гарнитур престиж	спальный гарнитур престиж
0	кровать чердак корсар 1	кровать чердак корсар 1	кровать чердак корсар 1
0	Отзыв	отзыв	отзыв ру
0	Диван-книжка Кордон - Шенилл	диван-книжка кордон - шенилл	диван-книжка кордон - шенилл
0	Комод лдсп	комод лдсп	комод лдсп
0	Диван Фурор	диван фурор	диван фурор 2
0	Домино а	домино а	домино а наша лавочка
0	кухня 1.6	кухня 1.6	кухня 1.6 метра фото
1	кровать фиеста 0,9	кровать фиеста 0,9	кровать фиеста 0 9 м
1	диван ручеёк	диван ручеек	диван ручеек
0	флокс	флокс	флокс шиловидный
2	кухонные угол	кухонные уголки	кухонные уголки
1	Джоя 2	джой 2	джой 2
0	Кровать амели	кровать амели	кровать амели сборка
0	Угловой диван Виктория 2-1 Дельфин	угловой диван виктория 2-1 дельфин	угловой диван виктория 2-1 (дельфин)
0	ЛИРА	лира	лира это
0	двухъярусная кровать мидал	двухъярусная кровать мидал	двухъярусная кровать мидал
0	Ручеёк	ручеёк	ручеёк фонетический разбор
0	Напольная вешалка	напольная вешалка	напольная вешалка икеа
0	Пуше	пуше	пуше мебель
0	угловой диван лира	угловой диван лира	угловой диван лира боровичи
0	Кровать 200 220	кровать 200 220	кровать 200 220 купить
0	комод монтана	комод монтана	комод монтана atelier
0	Маникюрный столик	маникюрный столик	маникюрный столик купить
0	квадро угловой	квадро угловой	квадро угловой диван
0	Стол кухонный	стол кухонный	стол кухонный нижний новгород
0	лавка	лавка	лавка чудес
