siteid,amount,st
13,109,allude
13,109,сумка+max+mara
13,109,шляпы
13,109,блузка
13,109,юбка из денима
13,109,вельветовые брюки
13,108,платье футляр
13,107,шапки+catya
13,107,sandro
13,107,платье+из+шелка
13,107,a la russe
13,106,кеды gucci
13,106,jimmy choo
13,106,альпака
13,105,платье+мини
13,105,sergio rossi
13,105,укороченные+брюки
13,105,dal lago
13,104,брюки горнолыжные
13,104,юбки макси
13,104,aeronautica militare
13,104,колготки falke
13,104,брюки+marina+rinaldi
13,104,2014
13,104,21
13,104,yves+salomon
13,103,sonia
13,103,луноходы
13,103,diesel
13,103,платье etro
13,102,пайетк
13,102,конверт
13,101,ремни
13,101,топ+из+шелка
13,101,туники
13,101,balenciaga
13,100,paul
13,100,drome
13,100,mimisol
13,100,брюки+кюлоты
13,99,платье+белое
13,99,пуховик moncler
13,99,косуха
13,98,джинсы+прямого+кроя
13,98,повязка
13,98,брюки+max+mara
13,97,moschino+cheap&chic
13,97,толстовка с капюшоном
13,97,с+капюшоном
13,96,maximo
13,95,босоножки+
13,95,джемпер кашемир
13,94,дождевик
13,94,трусы
13,94,блуза с бантом
13,94,dorothee+schumacher
13,93,доставка
13,93,ремень+
13,93,p.a.r.o.s.h
13,93,шарф burberry
13,93,hugo
13,93,alberta
13,93,кошелёк
13,93,sanetta
13,93,футляр
13,92,вечернее платье
13,92,платье миди
13,92,шуба из норки
13,92,сланцы
13,92,see by chloe
13,92,горнолыжная
13,91,из шерсти
13,91,ремень etro
13,91,casadei+
13,91,удлиненный кардиган
13,91,iphone
13,90,moncler пуховик
13,90,костюм спортивный
13,90,жилет пуховый
13,90,la+perla+купальник
13,90,плиссированная юбки
13,90,maje
13,89,джинсы прямого кроя
13,88,la+perla+трусы
13,88,see+by+chloe
13,88,кардиган+удлиненный
13,88,обложка
13,88,coach
13,88,платья+миди
13,88,max mara платье
13,88,кожаная юбка
13,88,подтяжки
13,87,халаты
13,87,толстовка+с+капюшоном
13,87,self-portrait
13,86,мини+юбка
13,86,макси+платья
13,86,marina+rinaldi+платье
13,86,брюки+трикотажные
13,86,polo ralph lauren
13,86,пуховик женский
13,86,джинсы+
13,85,куртка+кожа
13,85,maxmara+
13,85,лоферы
13,85,giambattista+valli
13,84,трикотаж
13,84,платки
13,84,удлиненный пуховик
13,84,трикотажные+платья
13,83,gianvito rossi
13,83,‘s max mara
13,83,blumarine
13,83,a+la+russe
13,83,палантин
13,82,m missoni
13,82,бюстгальтер
13,82,sonia rykiel
13,81,simonetta
13,81,stone+island++
13,81,трикотажное платье
13,81,анималистичный
13,81,брюки+спортивные
13,81,calvin
13,81,худи
13,80,wildfox
13,80,ermenegildo zegna
13,80,tibi
13,80,poivre blanc
13,79,diane von furstenberg
13,79,брюки+etro
13,79,ritratti
13,79,voyage
13,79,платье+из+шерсти
13,79,футболка из хлопка
13,79,пуховое пальто
13,78,брюки-кюлоты
13,78,для беременных
13,78,сумка etro
13,77,снуд
13,77,weekend+
13,76,ключница
13,76,pietro brunelli
13,76,кашемира
13,76,сумка+moschino
13,75,keepsake
13,75,serafini
13,75,куртка+из+кожи
13,75,santoni
13,75,дутики
13,74,red+valentino+
13,74,j+brand
13,74,блуза+белая
13,74,cavalli
13,74,armani+collezioni
13,74,макси-платье
13,73,gucci футболка
13,73,юбка+мини
13,73,pt01
13,73,vivetta
13,73,комплект
13,73,paul+smith+
13,73,толстовки
13,73,кожаные куртки
13,72,кроссовки bosco
13,72,двубортный
13,72,горнолыжные
13,71,брюки из шерсти
13,71,сандали
13,71,топы
13,71,раздельный+купальник
13,70,платье max&co
13,70,jog+dog
13,70,макси+юбка
13,70,джинсовые куртки
13,70,moshino
13,70,вельвет
13,70,поиск
13,70,колготки+falke
13,69,bogner
13,69,i+pinco+pallino
13,69,baldinini
13,69,корсет
13,68,ремень gucci
13,68,гольфы
13,68,платье+вечернее
13,68,белая+рубашка
13,68,etro+платье
13,68,kissy kissy
13,68,gaultier
13,68,versace collection
13,67,ремень из кожи
13,67,фиолетовый
13,67,stella jean
13,67,плед
13,67,юбки+миди
13,67,escada
13,67,плавательные шорты
13,67,спортивный костюм bosco
13,67,mulberry
13,67,moschino boutique
13,66,мокасины
13,66,слитный+купальник
13,66,ipad
13,66,jean paul gaultier
13,65,рюкзак bosco
13,65,пуш-ап
13,65,dorothee schumacher
13,65,monclear
13,65,maison+margiela
13,65,ermenegildo+zegna
13,65,dolce+&+gabbana
13,64,dsquared
13,64,marina+rinaldi+
13,64,wolford
13,64,пижамы
13,64,giottino
13,64,платье комбинация
13,64,valli
13,63,ремень+etro
13,63,полотенце
13,63,aeronautica
13,63,мини+юбки
13,63,платье+шелк
13,63,рубашки
13,63,брелоки
13,62,versace+
13,62,трикотажная+юбка
13,62,комбинезон+
13,62,zimmermann
13,62,y-3
13,62,max+mara+платья
13,62,j brand
13,62,платье+черное
13,62,жакет max mara
13,61,сумка на пояс
13,61,жакет+max+mara
13,61,кардиган удлиненный
13,61,челси
13,61,плиссе
13,61,заколка
13,61,ermano+schervino
13,61,bosch+fresh
13,61,платье-сарафан
13,61,широкие+брюки
13,61,куртка из денима
13,61,купальник la perla
13,61,мини-платье
13,61,theory
13,60,сабо
13,60,moschino+сумка
13,60,клатчи
13,60,etro+блуза
13,60,воротник max mara
13,60,бахрома
13,60,кошельки
13,60,зонты
13,60,платья+
13,59,maxmara weekend
13,59,salvatore ferragamo
13,59,головные уборы
13,59,equipment
13,59,c.p. company
13,59,вечерние+платье
13,59,diane+von+furstenberg
13,59,олимпийка
13,58,парка пуховая
13,58,donna karan
13,58,юбка+клетка
13,58,перья
13,58,жилетка
13,58,брюки+с+лампасами
13,58,stella
13,58,lancel
13,58,белая рубашка
13,57,philosophy di l serafini
13,57,платье с запахом
13,57,marina+блуза
13,57,isola
13,57,платья+макси+
13,57,платья+marina+rinaldi
13,57,armani collezioni
13,57,рубашка+etro
13,57,boutique moschino
13,57,max+mara+юбка
13,56,жакет+moschino
13,56,мужское
13,56,max&co+
13,56,спортивный костюм мужской
13,56,платье weekend
13,56,платье+с+запахом
13,56,платье+marina+rinaldi
13,55,adidas
13,55,кейп
13,55,туфли лодочки
13,55,lanvin
13,55,узкие+брюки
13,55,комбинезон утепленный
13,55,сетка
13,55,bosco поло
13,55,укороченный+жакет
13,54,платья+кружевные
13,54,свитшоты
13,54,ralph
13,54,туфли+на+каблуке
13,54,утепленная парка
13,54,галстук-бабочка
13,54,вышивка
13,54,брюки с лампасами
13,54,футболка+из+хлопка
13,54,миди+юбка
13,54,шарф etro
13,54,куртка мужская
13,53,кожаная куртка косуха
13,53,футболка+bosco
13,53,удлиненный
13,53,story
13,53,купальники+la+perla
13,53,с капюшоном
13,53,polo
13,53,aletta couture
13,53,givenchy
13,53,красное платье
13,53,брюки на резинке
13,52,moschino сумка
13,52,чулки
13,52,zanotti+
13,52,мули
13,52,брюки из кожи
13,52,макси+юбки
13,52,moschino+cheap
13,52,спортивная сумка
13,52,moa
13,52,incotex
13,51,kenzo+
13,51,шапка+
13,51,шорты плавательные
13,51,sergio+rossi
13,51,капюшон
13,51,etro сумка
13,51,из+шерсти
13,51,deha
13,51,брюки кюлоты
13,50,пальто женское
13,50,max mara манжеты
13,50,sochi+2014
13,50,платье+прямого+кроя
13,50,вельветовые+брюки
13,50,платье+без+рукавов
13,50,dolce+&gabbana
13,50,brooks+brothers+рубашка
13,50,костюмы
13,50,трусы+la+perla
13,50,juicy couture
13,49,пальто+max
13,49,тренч burberry
13,49,пайетк+
13,49,canada
13,49,брюки спортивные
13,49,longchamp
13,49,кроссовки+
13,49,parosh
13,48,шелковый халат
13,48,bui
13,48,max+mara+юбки
13,48,бюстгальтер+пуш-ап
13,48,платок etro
13,48,чокер
13,48,armani+junior
13,48,шубы из искусственного меха
13,48,платье+с+драпировкой
13,47,isaia+napoli
13,47,chanel
13,47,sportmax+
13,47,куртка кожаная
13,47,джинсы бойфренды
13,47,платье+armani
13,47,верхняя одежда
13,47,шапка+из+шерсти
13,47,вечернее платье макси
13,47,donna+karan
13,46,топ+
13,46,жакет+из+шерсти
13,46,love
13,46,ice+iceberg
13,46,mac&+co
13,46,pianoforte
13,46,горнолыжные+брюки
13,46,шаль
13,46,галстук+
13,46,горнолыжная+куртка
13,45,пляжная сумка
13,45,sonya+rykiel
13,45,пиджаки
13,45,юбка max mara
13,45,кожаный ремень
13,45,платье+sportmax
13,45,max+mara+брюки
13,45,jil+sander+navy
13,45,пальто max&co
13,45,бархатные
13,45,borsalino
13,45,куртка из кожи
13,44,металлик
13,44,накидка
13,44,dolce+gabanna
13,44,леопард
13,44,лосины
13,44,полупальто
13,44,рубашка etro
13,44,кожаная+куртка
13,44,кофта
13,44,armani+
13,44,max+
13,44,платье+трикотажное
13,44,карандаш
13,44,dkny сумка
13,44,свободного+кроя
13,44,комбинезоны
13,44,куртка moncler
13,43,макси+платье
13,43,tory
13,43,raparo
13,43,платье+moschino+boutique
13,43,юбка джинсовая
13,43,mochino
13,43,missouri
13,43,maison+martin+margiela
13,43,бюстье
13,43,iceberg+
13,43,замша
13,43,пальто+шерсть
13,43,юбка+max+mara
13,43,брюки+свободного+кроя
13,43,max mara воротник
13,43,блузки
13,43,lacoste
13,43,водолазка кашемир
13,43,marina+voyage
13,42,платье+из+хлопка
13,42,rosapois
13,42,ботильоны+
13,42,жилет пуховой
13,42,солнцезащитные очки
13,42,coccinelle сумка
13,42,детское
13,42,pal+zileri+
13,42,воротники
13,42,maison margiela
13,42,dsquared2
13,42,куртка+
13,42,джемпер+max+mara
13,42,юбка+плиссированная
13,42,спортивные+костюмы
13,41,jacob cohen
13,41,alberta feretti
13,41,iro+
13,41,paige
13,41,mi mi sol
13,41,юбка+кожа
13,41,michael by michael kors
13,41,наушники
13,41,свадебное
13,41,шапка+bosco
13,41,флис
13,41,ballantyne
13,40,max mara сумки
13,40,трикотажные+брюки
13,40,из+кожи
13,40,lauren
13,40,куртка кожа
13,40,брюки+
13,40,юбки+max+mara
13,40,пальто+moschino
13,40,шапка bosco
13,40,dondup
13,40,косметички
13,40,brioni
13,40,макси+
13,40,футболка etro
13,39,кроссовки premiata
13,39,футболка женская
13,39,rykiel
13,39,ремень мужской
13,39,платье прямого кроя
13,39,chipie
13,39,платье+max&+co
13,39,митенки
13,39,l’ autre chose
13,39,tara
13,39,tommy
13,39,термо
13,38,max & co
13,38,mary
13,38,платье+футляр+черное
13,38,казаки
13,38,юбка миди
13,38,isola marras
13,38,аксессуары
13,38,джинсовая рубашка
13,38,джоггеры
13,38,искусственный+мех
13,38,повязка на голову
13,38,le silla
13,38,блузы
13,38,купальник moschino
13,38,barbara+bui+
13,38,giambattista valli
13,38,moorer
13,38,сумка+
13,38,топ+белый
13,38,max&co пальто
13,38,белое платье
13,37,бумажник
13,37,юбка плиссе
13,37,шляпа соломенная
13,37,джемпер+серый
13,37,etro сумки
13,37,перчатки+
13,37,tommy hilfiger
13,37,платья миди
13,37,inverni
13,37,russe
13,37,шарф снуд
13,37,liu jo
13,37,175502
13,37,karl
13,37,платье+max+co
13,36,michael+by+michael+kors
13,36,bosco перчатки
13,36,юбки+из+шерсти
13,36,new balance
13,36,ea7 emporio armani
13,36,бойфренды
13,36,платье+макси+
13,36,carrel
13,36,moschino платье
13,36,брюки max mara
13,36,сумка moschino
13,36,closed
13,36,трусы+из+шелка
13,36,74313
13,36,пинетки
13,36,story loris
13,36,шапка крупной вязки
13,36,футболка+белая
13,35,emporio
13,35,пуховик свободного кроя
13,35,свадебное платье
13,35,etro платье
13,35,юбка в клетку
13,35,миди
13,35,monkler
13,35,story+loris
13,35,шапка кашемир
13,35,укороченные брюки
13,35,miu miu
13,35,etro кроссовки
13,34,la perla пижама
13,34,бархатное
13,34,кружевное платье миди
13,34,вышивкой
13,34,дорожная сумка
13,34,длинное платье
13,34,voyage+by+marina
13,34,костюм женский
13,34,cruciani
13,34,stella mccartney
13,34,bosco платье
13,34,etro шарф
13,34,boglioli
13,34,bosco+поло
13,34,блуза+из+шелка
13,34,moschino зонт
13,34,широкие брюки
13,34,ermano+
13,33,etro+рубашка
13,33,костюм мужской
13,33,юбки+шерсть
13,33,шлёпанцы
13,33,платья+max+mara
13,33,etro+джемпер
13,33,кружевное+платье
13,33,портфель
13,33,poustovit
13,33,max and co
13,33,комбинезон moncler
13,33,плиссированные+юбки
13,33,золотое+
13,33,пальто max
13,33,халат la perla
13,33,пальто мужское
13,33,шелковый платок
13,33,self
13,33,в+полоску
13,33,джемпер+с+коротким+рукавом
13,33,antonio
13,33,брюки свободного кроя
13,33,рюкзак+
13,32,брюки etro
13,32,трусы из шелка
13,32,twinset
13,32,сумки+
13,32,233872
13,32,платье с пайетками
13,32,sport
13,32,pinco
13,32,джеггинсы
13,32,платья+вечерние
13,32,zecchino d’ oro
13,32,franchi
13,32,платье без рукавов
13,32,roberto cavalli
13,32,велюр
13,32,мужской спортивный костюм
13,32,fratelli rossetti
13,32,болеро+
13,32,футболка kenzo
13,32,платье белое
13,32,пуховик marina rinaldi
13,32,cp company
13,31,платье-комбинация
13,31,брюки трикотажные
13,31,calvin klein jeans
13,31,с баской
13,31,куртка женская
13,31,широкий ремень
13,31,trussardi
13,31,burani
13,31,штаны
13,31,носки bosco
13,31,michel+kors
13,31,kenzo платье
13,31,burberry рубашка
13,31,куртка джинсовая
13,31,dal+lago
13,31,базовая футболка
13,31,длинное+платье
13,31,monnalisa
13,31,толстовка+bosco
13,31,rossi
13,31,платье+weekend
13,31,il
13,31,твид
13,31,сумка спортивная
13,31,tara+jarmon+
13,31,пальто+marina+rinaldi
13,31,la+perla+халат
13,30,luciano barbera
13,30,boutique
13,30,neil+barrett
13,30,шарф+
13,30,джинсы зауженного кроя
13,30,юбки+трикотажные
13,30,пуховик bosco
13,30,юбка-трапеция
13,30,джемпер+из+кашемира
13,30,max mara юбка
13,30,футболка bosco
13,30,carolina herrera
13,30,трусы+шелк
13,30,gallo
13,30,рюкзак спортивный
13,30,майки
13,30,etro рубашки
13,30,платья+etro
13,30,розовый
13,30,la perla купальник
13,30,юбка+карандаш+
13,30,sonya
13,30,scervino+
13,30,philipp plein
13,30,vivienne westwood
13,30,cacharel
13,30,etro ремень
13,30,versace+collection
13,30,легкое+пальто
13,30,россия
13,30,платье деним
13,30,regina
13,30,moschino cheap&chic
13,30,alberta+ferreti
13,30,alexander mcqueen
13,30,туфли на каблуке
13,30,la+perla+купальник+верх
13,29,водолазка+
13,29,джемпер max mara
13,29,спортивные+брюки+
13,29,poivre
13,29,бюстгальтер пуш-ап
13,29,emporia+armani
13,29,paul&joe sister
13,29,westwood
13,29,кружевная+юбка
13,29,бисером
13,29,alberto+feretti
13,29,боди la perla
13,29,marc
13,29,пальто из альпаки
13,29,undefined
13,29,брюки кожаные
13,29,пуховики+
13,29,жакет moschino
13,29,max+mara+s
13,29,топ из шелка
13,29,329380
13,29,пальто с капюшоном
13,29,двубортное пальто
13,29,с+пайетками
13,29,куртки мужские
13,29,maison martin margiela
13,28,несессер
13,28,army fur
13,28,mark+jacobs
13,28,юбки из денима
13,28,брючный костюм
13,28,таблица размеров
13,28,джемпер+из+хлопка
13,28,юбка+moschino
13,28,philosophy+di+alberta
13,28,куртка max mara
13,28,белая+юбка
13,28,isaia napoli
13,28,marant
13,28,кардиган+из+хлопка
13,28,mm6
13,28,130925
13,28,bosco кепка
13,28,ralph+lauren+
13,28,пальто свободного кроя
13,28,юбка+на+резинке
13,28,nannan
13,28,платье sportmax
13,28,красный
13,28,шелковое платье
13,28,max&co+платье
13,28,джинсы-клеш
13,28,пуховик+bosco
13,28,trenino
13,28,крупной+вязки
13,28,manoush
13,28,кардиган+max+mara
13,28,terekhov
13,28,плащ+
13,28,max+&co
13,28,одеяло
13,28,с+бантом
13,28,bibi
13,28,мини юбка
13,28,в полоску
13,28,трикотажные брюки
13,28,margiela
13,28,rick owens
13,28,джинсовые шорты
13,27,чинос
13,27,corneliani+
13,27,желтое+платье
13,27,boss orange
13,27,max+mara+сумки
13,27,tartine et chocolat
13,27,жакеты
13,27,mo&co
13,27,брюки+бежевые
13,27,брюки из кашемира
13,27,hermes
13,27,брюки+укороченные
13,27,юбка кожа
13,27,джемпер+из+шерсти
13,27,ice iceberg
13,27,слитный купальник
13,27,джинсовое платье
13,27,паспорт
13,27,белая футболка
13,27,с+баской
13,27,вельветовый
13,27,gufo
13,27,330717
13,27,жилет+
13,27,оправа
13,27,moschino+love
13,27,толстовка женская
13,27,платье+шерсть
13,27,кошелёк+
13,27,трикотажные платья
13,27,топ+черный
13,27,пиджак женский
13,27,бойфренд
13,27,шарф+из+кашемира
13,27,blancha
13,26,платье moschino
13,26,тренчи
13,26,bosco+
13,26,armani джинсы
13,26,бюстгальтер+la+perla
13,26,поясные сумки
13,26,erika+cavallini
13,26,hogan
13,26,воротник+
13,26,dolce+gabbana+
13,26,джинсы женские
13,26,трусы la perla
13,26,ночная сорочка
13,26,платье+красное
13,26,luciano+barbera
13,26,брюки+из+шелка
13,26,tods
13,26,куртка пуховая
13,26,босоножки+на+каблуке
13,26,платье из шелка
13,26,бархатные брюки
13,26,платье мини
13,26,свитер+
13,26,юбка+max+&+co
13,26,p+a+r+o+s+h
13,26,с+запахом
13,26,черное+платье
13,26,forte couture
13,26,la perla трусы
13,26,с+мехом
13,26,levi's
13,26,brothers
13,26,iphone чехол
13,26,marina.+sport
13,26,возврат
13,26,пальто прямого кроя
13,25,брюки marina rinaldi
13,25,чехол+
13,25,шелковое+платье
13,25,max mara сумка
13,25,белый свитер
13,25,сумка bosco
13,25,chapurin
13,25,red
13,25,кольцо
13,25,кимоно
13,25,ermanno+schervino
13,25,джемпер+шерсть
13,25,etro лонгслив
13,25,p.+a.+r.+o.+s.+h
13,25,спортивный+костюм+
13,25,gabbana
13,25,костюм+спортивный
13,25,murad
13,25,кожаные перчатки
13,25,+юбки+макси
13,25,юбки трикотажные
13,25,юбки max mara
13,25,шарф kenzo
13,25,шапки catya
13,25,юбка+трапеция
13,25,erika cavallini
13,25,юбки джинсовые
13,25,joshua sanders
13,25,paul & joe
13,25,max+mara+сумка
13,25,max mara юбки
13,25,зауженные+брюки
13,25,платье+синее
13,25,чехол ipad
13,24,блуза+marina
13,24,bikkembergs
13,24,moschino+couture+
13,24,дафлкот
13,24,юбка+хлопок
13,24,брюки+красные
13,24,джемпер+ermanno+scervino
13,24,белая+блуза
13,24,choo
13,24,укороченный жакет
13,24,aletta+couture
13,24,бомберы
13,24,ballin
13,24,балаклава
13,24,ferragamo
13,24,чехол+для+iphone
13,24,колготки+
13,24,укороченная дубленка
13,24,платье из денима
13,24,mcqueen
13,24,джинсы+marina
13,24,шапка gucci
13,24,jil sander navy
13,24,alexander
13,24,одежда marina rinaldi
13,24,пуловер
13,24,ralf
13,24,дублёнка
13,24,blanc
13,24,трусы-бразилиано
13,24,stella+jean
13,24,parah
13,24,пляжное платье
13,24,380396
13,24,шорты из денима
13,24,бархатное платье
13,24,парка max&co
13,24,нижнее белье
13,24,балконет
13,24,s+max
13,24,жилет из меха
13,24,шорты+
13,24,кружевной халат
13,24,ermanno+scervino+
13,23,armani+джинсы
13,23,лодочки
13,23,платье в горох
13,23,caractere
13,23,пуховая+куртка
13,23,пальто+шерсть+
13,23,max+mara.+пальто
13,23,юбка-миди плиссированная
13,23,плать
13,23,платья max mara
13,23,льна
